"response2"	"Answer.condition"	"root"	"item"	"context"	"workerid"	"response1"	"slide_number"	"category"	"Answer.time_in_minutes"	"condition"	"participant"
NA	26	"tattoo"	"real"	"It is hard to believe that having a XXX is fine now. This would have been unacceptable in our day. We were always taught that YYY were bad."	0	"tattoos"	48	"noun"	18.9123833333333	"filler"	"26cond-trials"
"mensed "	26	"mense"	"nonce"	"I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it."	0	"mensing "	49	"verb"	18.9123833333333	"26"	"26cond-trials"
NA	27	"bear"	"real"	"This is a XXX. They are really enjoyable. This one is one of my sister's YYY."	0	"favorite"	4	"noun"	17.4265833333333	"training"	"27cond-trials"
NA	27	"knit"	"real"	"I would love to learn how to XXX. My friend has been YYY recently and loves it."	0	"knitting"	5	"verb"	17.4265833333333	"training"	"27cond-trials"
NA	27	"cook"	"real"	"John said he wants to XXX. His partner YYY yesterday, and now John has decided he wants to try."	0	"cooked"	6	"verb"	17.4265833333333	"training"	"27cond-trials"
NA	27	"sweet"	"real"	"Such a XXX child! She really is the YYY child I've ever seen."	0	"sweetest"	7	"adjective"	17.4265833333333	"training"	"27cond-trials"
NA	27	"hard"	"real"	"This was a XXX problem. It was definitely YYY than other problems they had encountered."	0	"harder"	8	"adjective"	17.4265833333333	"training"	"27cond-trials"
"napped"	27	"leam"	"nonce"	"Why won't John XXX? I want him to XXX. He's only tolerable when he's YYY. Like yesterday he YYY, and he was fine."	0	"napped"	10	"verb"	17.4265833333333	"27"	"27cond-trials"
NA	27	"pizer"	"nonce"	"Sam had left the building without her XXX. She told herself that there would be plenty of people with YYY that worked when she got there."	0	"phone"	11	"noun"	17.4265833333333	"27"	"27cond-trials"
NA	27	"pet"	"real"	"I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would."	0	"pets"	12	"noun"	17.4265833333333	"filler"	"27cond-trials"
"uglier"	27	"tulver"	"nonce"	"It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others."	0	"ugly"	13	"adjective"	17.4265833333333	"27"	"27cond-trials"
"jogged"	27	"jog"	"real"	"Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about."	0	"jogging"	14	"verb"	17.4265833333333	"filler"	"27cond-trials"
"skied"	27	"ski"	"real"	"When I was a kid I used to XXX. My father taught me to XXX. I used to enjoy YYY very much. But I probably YYY one too many times."	0	"skiing"	15	"verb"	17.4265833333333	"filler"	"27cond-trials"
"smoked"	27	"kern"	"nonce"	"I don't want to XXX. I try not to XXX. I know that YYY isn't good for you. I know that because I YYY a lot when I was a teenager."	0	"smoking"	16	"verb"	17.4265833333333	"27"	"27cond-trials"
NA	27	"pank"	"nonce"	"There was no doubt in my mind that a great XXX like this one was John's. I had seen a set of YYY in his yard last summer and this had to be one of them."	0	"fountains"	17	"noun"	17.4265833333333	"27"	"27cond-trials"
NA	27	"stad"	"nonce"	"The XXX was on the counter this morning. Dad doesn't know where it went. We can buy a few more YYY at the store later though."	0	"bags"	18	"noun"	17.4265833333333	"27"	"27cond-trials"
NA	27	"stire"	"nonce"	"Have you ever heard of a XXX? It grows in South America. There are YYY on the menu tonight for dinner."	0	"plants"	19	"noun"	17.4265833333333	"27"	"27cond-trials"
"greater"	27	"dand"	"nonce"	"My mom's food always tastes XXX. She learnt to cook XXX food from her mom. I think she makes the YYY food in the world. Or at least, YYY food than my dad does."	0	"greatest"	20	"adjective"	17.4265833333333	"27"	"27cond-trials"
NA	27	"slint"	"nonce"	"Did you give him a XXX for his birthday like he asked? I think they are his favorite. He will be asking you for some YYY, I know it."	0	"sneakers"	21	"noun"	17.4265833333333	"27"	"27cond-trials"
"softer"	27	"soft"	"real"	"XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is really nice. Nothing is YYY than that one."	0	"softest"	22	"adjective"	17.4265833333333	"filler"	"27cond-trials"
NA	27	"teep"	"nonce"	"My favorite animal is the XXX. They are impressive creatures. I saw a group of YYY during our trip last summer and I was so excited."	0	"sheep"	23	"noun"	17.4265833333333	"27"	"27cond-trials"
"quilted"	27	"nilt"	"nonce"	"I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it."	0	"quilting"	24	"verb"	17.4265833333333	"27"	"27cond-trials"
"showered"	27	"mense"	"nonce"	"Every day I like to XXX. I usually XXX first thing in the morning. After I'm finished YYY, I'm ready to start the day. This morning I YYY as usual."	0	"showering"	25	"verb"	17.4265833333333	"27"	"27cond-trials"
NA	27	"snell"	"nonce"	"There was a group of kids playing with a XXX down the street. Did you see it? I think it might be one of Terry's YYY."	0	"dogs"	26	"noun"	17.4265833333333	"27"	"27cond-trials"
NA	27	"roak"	"nonce"	"The officer wondered if this XXX had been left behind on purpose. YYY were not known to wander off on their own."	0	"deer"	27	"noun"	17.4265833333333	"27"	"27cond-trials"
"crazier"	27	"zorch"	"nonce"	"The woman became XXX after seeing it. Her friends laughed at how XXX she was. There was no reason for her to be the YYY person in the room. Yet, she seemed YYY than everyone present."	0	"craziest"	28	"adjective"	17.4265833333333	"27"	"27cond-trials"
"bigger"	27	"bize"	"nonce"	"The painting looked XXX. She had worked hard to create such a XXX piece. This was her YYY painting yet. It was YYY than all the previous ones combined."	0	"biggest"	29	"adjective"	17.4265833333333	"27"	"27cond-trials"
"relaxed"	27	"kita"	"nonce"	"You should XXX. It's always worthwhile to XXX. I'm YYY, and you should too. Last week you YYY, why won't you now?"	0	"relaxing"	30	"verb"	17.4265833333333	"27"	"27cond-trials"
"tighter"	27	"tight"	"real"	"Why are XXX pants popular? Most find XXX pants uncomfortable. For some reason though, people still try to wear the YYY ones they can find, always looking for a YYY pair than the last."	0	"tightest"	31	"adjective"	17.4265833333333	"filler"	"27cond-trials"
"fancier"	27	"fiffin"	"nonce"	"They described it as a XXX place. I'm so excited to stay at a XXX resort. I hear that the spot we are going to is the YYY one on the whole coast, much YYY than the place they went to."	0	"fanciest"	32	"adjective"	17.4265833333333	"27"	"27cond-trials"
"left"	27	"jate"	"nonce"	"Fred couldn't XXX. All he wanted was to XXX. Finally, he succeeded in YYY. After he YYY his mind was at ease."	0	"leaving"	33	"verb"	17.4265833333333	"27"	"27cond-trials"
"jumped"	27	"glip"	"nonce"	"Jane refuses to XXX. She's too frightened to XXX. I don't know why she's so scared of YYY. Everyone else YYY last year."	0	"jumping"	34	"verb"	17.4265833333333	"27"	"27cond-trials"
NA	27	"tesh"	"nonce"	"This is a XXX. Now there is another one. There are two of them. There are two YYY."	0	"tests"	35	"noun"	17.4265833333333	"27"	"27cond-trials"
"farmed"	27	"farm"	"real"	"Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better."	0	"farming"	36	"verb"	17.4265833333333	"filler"	"27cond-trials"
"better"	27	"coodle"	"nonce"	"I had a XXX day yesterday. It all started with a XXX phone call I got. This might be the YYY day I've ever had. Maybe even YYY than the day we went to the aquarium."	0	"best"	37	"adjective"	17.4265833333333	"27"	"27cond-trials"
"dirtier"	27	"fupp"	"nonce"	"Here is a XXX thing. Here are two other things that are XXX. This one is the YYY of them all. It is YYY than the rest."	0	"dirtiest"	38	"adjective"	17.4265833333333	"27"	"27cond-trials"
"fished"	27	"heach"	"nonce"	"It's difficult to XXX. I've always found it hard to XXX. Some people say YYY is easy. But I YYY last week and I can tell you it's not easy."	0	"fishing"	39	"verb"	17.4265833333333	"27"	"27cond-trials"
"boated"	27	"glark"	"nonce"	"Next week we're going to XXX. We've been waiting ages for the chance to XXX. We're reading a book about YYY. My friend YYY once before, but this will be my first time."	0	"boating"	40	"verb"	17.4265833333333	"27"	"27cond-trials"
"golfed"	27	"goke"	"nonce"	"Nick tries to XXX every day. He gets off work early so he can XXX. He says that YYY holds his life together. But I YYY once, and it was nothing special."	0	"golfing"	41	"verb"	17.4265833333333	"27"	"27cond-trials"
NA	27	"tattoo"	"real"	"It is hard to believe that having a XXX is fine now. This would have been unacceptable in our day. We were always taught that YYY were bad."	0	"tattoos"	42	"noun"	17.4265833333333	"filler"	"27cond-trials"
"taller"	27	"tall"	"real"	"I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you."	0	"tallest"	43	"adjective"	17.4265833333333	"filler"	"27cond-trials"
"sweeter"	27	"wolp"	"nonce"	"This fruit is so XXX. I don't know if you like XXX things. Sam loves them. He always eats the YYY fruit in the bowl. I like it when they're a little YYY than this one, but not too much."	0	"sweetest"	44	"adjective"	17.4265833333333	"27"	"27cond-trials"
"wilder"	27	"cheem"	"nonce"	"Did he think this shirt was too XXX? Maybe it was not XXX enough. They decided that being the person with the YYY shirt at the party was probably not a bad thing. After glancing at them again, the second one seemed YYY than the first, so she chose to wear it."	0	"wildest"	45	"adjective"	17.4265833333333	"27"	"27cond-trials"
"painted"	27	"paint"	"real"	"Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven."	0	"painting"	46	"verb"	17.4265833333333	"filler"	"27cond-trials"
"happier"	27	"bink"	"nonce"	"I like to watch movies that make me feel XXX. I'm a XXX person afterwards. After I watched this one I felt the YYY I've ever felt. I felt YYY than any other movie had made me feel."	0	"happiest"	47	"adjective"	17.4265833333333	"27"	"27cond-trials"
NA	27	"cake"	"real"	"Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store."	0	"cakes"	48	"noun"	17.4265833333333	"filler"	"27cond-trials"
NA	27	"reng"	"nonce"	"The camera followed the XXX for some time. It was on its way to meet other YYY near the beach."	0	"people"	49	"noun"	17.4265833333333	"27"	"27cond-trials"
NA	29	"bear"	"real"	"This is a XXX. They are really enjoyable. This one is one of my sister's YYY."	0	"toys"	4	"noun"	13.8390333333333	"training"	"29cond-trials"
NA	29	"knit"	"real"	"I would love to learn how to XXX. My friend has been YYY recently and loves it."	0	"knitting"	5	"verb"	13.8390333333333	"training"	"29cond-trials"
NA	29	"cook"	"real"	"John said he wants to XXX. His partner YYY yesterday, and now John has decided he wants to try."	0	"cooked"	6	"verb"	13.8390333333333	"training"	"29cond-trials"
NA	29	"sweet"	"real"	"Such a XXX child! She really is the YYY child I've ever seen."	0	"sweetest"	7	"adjective"	13.8390333333333	"training"	"29cond-trials"
NA	29	"hard"	"real"	"This was a XXX problem. It was definitely YYY than other problems they had encountered."	0	"harder"	8	"adjective"	13.8390333333333	"training"	"29cond-trials"
"glarker"	29	"glark"	"nonce"	"Here is a XXX thing. Here are two other things that are XXX. This one is the YYY of them all. It is YYY than the rest."	0	"glarkest"	10	"adjective"	13.8390333333333	"29"	"29cond-trials"
NA	29	"tulver"	"nonce"	"My favorite animal is the XXX. They are impressive creatures. I saw a group of YYY during our trip last summer and I was so excited."	0	"tulvers"	11	"noun"	13.8390333333333	"29"	"29cond-trials"
NA	29	"cake"	"real"	"Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store."	0	"cakes"	12	"noun"	13.8390333333333	"filler"	"29cond-trials"
"fupper"	29	"fupp"	"nonce"	"My mom's food always tastes XXX. She learnt to cook XXX food from her mom. I think she makes the YYY food in the world. Or at least, YYY food than my dad does."	0	"fuppest"	13	"adjective"	13.8390333333333	"29"	"29cond-trials"
NA	29	"roak"	"nonce"	"There was no doubt in my mind that a great XXX like this one was John's. I had seen a set of YYY in his yard last summer and this had to be one of them."	0	"roaks"	14	"noun"	13.8390333333333	"29"	"29cond-trials"
"jatted"	29	"jate"	"nonce"	"Jane refuses to XXX. She's too frightened to XXX. I don't know why she's so scared of YYY. Everyone else YYY last year."	0	"jating"	15	"verb"	13.8390333333333	"29"	"29cond-trials"
NA	29	"stire"	"nonce"	"There was a group of kids playing with a XXX down the street. Did you see it? I think it might be one of Terry's YYY."	0	"stires"	16	"noun"	13.8390333333333	"29"	"29cond-trials"
NA	29	"tesh"	"nonce"	"Have you ever heard of a XXX? It grows in South America. There are YYY on the menu tonight for dinner."	0	"teshes"	17	"noun"	13.8390333333333	"29"	"29cond-trials"
"was farming"	29	"farm"	"real"	"Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better."	0	"farming"	18	"verb"	13.8390333333333	"filler"	"29cond-trials"
"mensed"	29	"mense"	"nonce"	"You should XXX. It's always worthwhile to XXX. I'm YYY, and you should too. Last week you YYY, why won't you now?"	0	"mensing"	19	"verb"	13.8390333333333	"29"	"29cond-trials"
"bizzer"	29	"bize"	"nonce"	"The woman became XXX after seeing it. Her friends laughed at how XXX she was. There was no reason for her to be the YYY person in the room. Yet, she seemed YYY than everyone present."	0	"bizzest"	20	"adjective"	13.8390333333333	"29"	"29cond-trials"
NA	29	"stad"	"nonce"	"Did you give him a XXX for his birthday like he asked? I think they are his favorite. He will be asking you for some YYY, I know it."	0	"stad"	21	"noun"	13.8390333333333	"29"	"29cond-trials"
"painted"	29	"paint"	"real"	"Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven."	0	"Painting"	22	"verb"	13.8390333333333	"filler"	"29cond-trials"
NA	29	"tattoo"	"real"	"It is hard to believe that having a XXX is fine now. This would have been unacceptable in our day. We were always taught that YYY were bad."	0	"tattoos"	23	"noun"	13.8390333333333	"filler"	"29cond-trials"
NA	29	"teep"	"nonce"	"The XXX was on the counter this morning. Dad doesn't know where it went. We can buy a few more YYY at the store later though."	0	"teeps"	24	"noun"	13.8390333333333	"29"	"29cond-trials"
